Point{id=id29, cat=RESTAURANT, lat=-35.7986049109, lon=144.599045548}
Point{id=id769, cat=RESTAURANT, lat=-37.4975171517, lon=147.264918007}
Point{id=id777, cat=RESTAURANT, lat=-37.7125841932, lon=143.094478067}
Point{id=id356, cat=RESTAURANT, lat=-37.9554396495, lon=145.07275372}
Point{id=id79, cat=RESTAURANT, lat=-37.9496833399, lon=145.217175938}
Point{id=id940, cat=RESTAURANT, lat=-37.9297766793, lon=145.506728298}
Point{id=id762, cat=RESTAURANT, lat=-37.9365130511, lon=145.465760665}
Point{id=id174, cat=RESTAURANT, lat=-37.9490228183, lon=145.315188689}
Point{id=id144, cat=RESTAURANT, lat=-37.9637027393, lon=144.721833936}
Point{id=id5, cat=RESTAURANT, lat=-37.8660409244, lon=143.726449849}
Point{id=id858, cat=RESTAURANT, lat=-37.9180888029, lon=144.040068066}
Point{id=id854, cat=RESTAURANT, lat=-37.7181938508, lon=143.06259194}
Point{id=id146, cat=RESTAURANT, lat=-37.971336096, lon=144.754637649}
Point{id=id725, cat=RESTAURANT, lat=-37.3446215711, lon=142.094529837}
Point{id=id790, cat=RESTAURANT, lat=-37.9645766661, lon=144.517098577}
Point{id=id87, cat=RESTAURANT, lat=-37.4536946894, lon=147.415949167}
Point{id=id335, cat=RESTAURANT, lat=-37.4788809333, lon=142.369332719}
Point{id=id713, cat=RESTAURANT, lat=-37.4143898107, lon=142.220991233}
Point{id=id473, cat=RESTAURANT, lat=-37.9630887104, lon=145.388814884}
Point{id=id512, cat=RESTAURANT, lat=-37.9283236456, lon=144.008572504}
Point{id=id437, cat=RESTAURANT, lat=-37.9613536219, lon=145.424328313}
Point{id=id934, cat=RESTAURANT, lat=-37.6539761796, lon=146.926032142}
Point{id=id362, cat=RESTAURANT, lat=-37.9847829876, lon=144.842763604}
Point{id=id980, cat=RESTAURANT, lat=-37.9830978805, lon=144.702545648}
Point{id=id865, cat=RESTAURANT, lat=-37.4588190163, lon=142.307179854}
Point{id=id547, cat=RESTAURANT, lat=-37.9758664194, lon=144.492063151}
Point{id=id960, cat=RESTAURANT, lat=-37.8581124383, lon=143.568558946}
Point{id=id28, cat=RESTAURANT, lat=-37.1980654064, lon=141.781533236}
Point{id=id215, cat=RESTAURANT, lat=-37.8640259948, lon=143.579198213}
Point{id=id742, cat=RESTAURANT, lat=-37.9297929634, lon=143.962530309}
Point{id=id137, cat=RESTAURANT, lat=-37.7428272282, lon=143.062708103}
Point{id=id470, cat=RESTAURANT, lat=-37.3876147309, lon=142.129461417}
Point{id=id939, cat=RESTAURANT, lat=-37.8628990367, lon=143.538908242}
Point{id=id654, cat=RESTAURANT, lat=-37.1986073692, lon=147.972865159}
Point{id=id504, cat=RESTAURANT, lat=-37.9921055325, lon=145.214782792}
Point{id=id84, cat=RESTAURANT, lat=-37.9109168155, lon=143.775564124}
Point{id=id277, cat=RESTAURANT, lat=-38.0052244513, lon=144.808715909}
Point{id=id528, cat=RESTAURANT, lat=-37.9614803706, lon=145.645814467}
Point{id=id883, cat=RESTAURANT, lat=-37.9560207699, lon=145.69686624}
Point{id=id848, cat=RESTAURANT, lat=-37.9068732937, lon=143.708067433}
Point{id=id253, cat=RESTAURANT, lat=-37.8298635889, lon=146.404521634}
Point{id=id54, cat=RESTAURANT, lat=-37.9343128492, lon=143.852028373}
Point{id=id404, cat=RESTAURANT, lat=-37.967242932, lon=145.645776763}
Point{id=id246, cat=RESTAURANT, lat=-37.9801249071, lon=145.543685107}
Point{id=id852, cat=RESTAURANT, lat=-37.9327244714, lon=143.824611095}
Point{id=id172, cat=RESTAURANT, lat=-37.6332393133, lon=142.651315376}
Point{id=id548, cat=RESTAURANT, lat=-37.7595454031, lon=143.030781806}
Point{id=id948, cat=RESTAURANT, lat=-37.8931598912, lon=146.164606977}
Point{id=id845, cat=RESTAURANT, lat=-38.0198338199, lon=144.885871955}
Point{id=id195, cat=RESTAURANT, lat=-37.4473838451, lon=147.545364667}
Point{id=id0, cat=RESTAURANT, lat=-37.3159209067, lon=147.812377025}
Point{id=id169, cat=RESTAURANT, lat=-37.1821110153, lon=148.05334103}
Point{id=id218, cat=RESTAURANT, lat=-38.0155496059, lon=144.468468835}
Point{id=id521, cat=RESTAURANT, lat=-38.0154466271, lon=144.457095376}
Point{id=id509, cat=RESTAURANT, lat=-37.8902058979, lon=143.495699012}
Point{id=id204, cat=RESTAURANT, lat=-37.9780418547, lon=145.752881875}
Point{id=id588, cat=RESTAURANT, lat=-37.6184648437, lon=147.182704956}
Point{id=id358, cat=RESTAURANT, lat=-37.9898461607, lon=144.051975345}
Point{id=id922, cat=RESTAURANT, lat=-37.5908452433, lon=147.271493693}
Point{id=id689, cat=RESTAURANT, lat=-38.043093394, lon=144.976946938}
Point{id=id764, cat=RESTAURANT, lat=-37.4315673204, lon=142.095402396}
Point{id=id875, cat=RESTAURANT, lat=-37.7057632078, lon=147.00726781}
Point{id=id439, cat=RESTAURANT, lat=-37.9608063909, lon=146.031917156}
Point{id=id390, cat=RESTAURANT, lat=-37.591003577, lon=142.412498807}
Point{id=id615, cat=RESTAURANT, lat=-37.9963968881, lon=143.914450661}
Point{id=id420, cat=RESTAURANT, lat=-37.9355803739, lon=146.190338617}
Point{id=id374, cat=RESTAURANT, lat=-37.6884964506, lon=142.657940485}
Point{id=id964, cat=RESTAURANT, lat=-37.997703255, lon=145.849654761}
Point{id=id856, cat=RESTAURANT, lat=-38.0527214234, lon=145.347603275}
Point{id=id25, cat=RESTAURANT, lat=-37.9004664168, lon=143.367973964}
Point{id=id68, cat=RESTAURANT, lat=-37.9216105583, lon=143.45147738}
Point{id=id697, cat=RESTAURANT, lat=-38.0731938579, lon=144.752413372}
Point{id=id522, cat=RESTAURANT, lat=-38.0719101632, lon=144.691765728}
Point{id=id738, cat=RESTAURANT, lat=-37.9945078296, lon=145.909297708}
Point{id=id477, cat=RESTAURANT, lat=-37.2656448627, lon=141.71800669}
Point{id=id422, cat=RESTAURANT, lat=-37.9426593083, lon=143.532445566}
Point{id=id578, cat=RESTAURANT, lat=-37.5555829369, lon=147.460876754}
Point{id=id918, cat=RESTAURANT, lat=-36.6799321894, lon=148.852692465}
Point{id=id688, cat=RESTAURANT, lat=-37.4335547021, lon=142.012992522}
Point{id=id637, cat=RESTAURANT, lat=-38.0217772294, lon=145.793733384}
Point{id=id511, cat=RESTAURANT, lat=-38.085254508, lon=144.900607845}
Point{id=id81, cat=RESTAURANT, lat=-37.7003166076, lon=142.621800735}
Point{id=id613, cat=RESTAURANT, lat=-37.9879658293, lon=146.048538788}
Point{id=id921, cat=RESTAURANT, lat=-38.0908581807, lon=144.977767139}
Point{id=id674, cat=RESTAURANT, lat=-37.8989357838, lon=143.25321136}
Point{id=id479, cat=RESTAURANT, lat=-38.0235001839, lon=145.856640934}
Point{id=id432, cat=RESTAURANT, lat=-37.5187944084, lon=142.153754224}
Point{id=id559, cat=RESTAURANT, lat=-38.0857987999, lon=145.308635829}
Point{id=id624, cat=RESTAURANT, lat=-38.0448757792, lon=145.735972461}
Point{id=id258, cat=RESTAURANT, lat=-37.8464127917, lon=146.709765088}
Point{id=id591, cat=RESTAURANT, lat=-37.8203566276, lon=142.935797211}
Point{id=id498, cat=RESTAURANT, lat=-38.0974143962, lon=144.595800729}
Point{id=id950, cat=RESTAURANT, lat=-37.5262603901, lon=142.149853676}
Point{id=id577, cat=RESTAURANT, lat=-38.0188617036, lon=143.776187877}
Point{id=id449, cat=RESTAURANT, lat=-38.0690828192, lon=145.615868073}
Point{id=id418, cat=RESTAURANT, lat=-37.3425157773, lon=147.962631699}
Point{id=id984, cat=RESTAURANT, lat=-38.0043386642, lon=143.649942774}
Point{id=id705, cat=RESTAURANT, lat=-38.0537278018, lon=145.779940856}
Point{id=id515, cat=RESTAURANT, lat=-37.9379919134, lon=143.327844985}
Point{id=id847, cat=RESTAURANT, lat=-37.8365116765, lon=142.944691972}
Point{id=id90, cat=RESTAURANT, lat=-38.0515034924, lon=145.843119796}
Point{id=id229, cat=RESTAURANT, lat=-37.823374914, lon=146.863231874}
Point{id=id325, cat=RESTAURANT, lat=-37.8895921836, lon=146.637524893}
Point{id=id483, cat=RESTAURANT, lat=-37.9503948497, lon=146.399505576}
Point{id=id826, cat=RESTAURANT, lat=-37.8786515488, lon=143.049669803}
Point{id=id598, cat=RESTAURANT, lat=-37.994496969, lon=143.528203076}
Point{id=id194, cat=RESTAURANT, lat=-37.9930187918, lon=143.508645756}
Point{id=id71, cat=RESTAURANT, lat=-37.7590334181, lon=142.65724178}
Point{id=id954, cat=RESTAURANT, lat=-37.8405446538, lon=142.897195423}
Point{id=id957, cat=RESTAURANT, lat=-38.1328793946, lon=144.820420612}
Point{id=id776, cat=RESTAURANT, lat=-38.0998612952, lon=144.190911931}
Point{id=id78, cat=RESTAURANT, lat=-37.4856147728, lon=147.74663837}
Point{id=id492, cat=RESTAURANT, lat=-37.492284145, lon=147.736262542}
Point{id=id269, cat=RESTAURANT, lat=-37.7074662375, lon=147.244059422}
Point{
